ID,ID_клиента,фамилия,кредитный_рейтинг,город,пол,возраст,стаж_в_банке,баланс_депозита,число_продуктов,есть_кредитка,активный_клиент,оценочная_зарплата,ушел_из_банка
8050,15708063,Тестов330,648,Алматы,Female,40,9,122831.58,1,1,0,163471.01,0
8051,15732281,Тестов347,606,Атырау,Male,29,4,124043.8,2,1,1,137041.1,0
8052,15803538,Тестов295,692,Алматы,Male,36,6,,2,1,0,91044.47,0
8053,15714391,Тестов476,559,Алматы,Female,35,5,,2,1,1,86575.46,0
8054,15595440,Тестов736,641,Алматы,Male,39,8,,2,1,0,87816.86,1
8055,15759915,Тестов396,619,Алматы,Female,43,1,,2,1,0,167723.25,0
8056,15581526,Тестов169,543,Алматы,Female,41,3,,2,1,1,138564.48,0
8057,15795954,Тестов260,554,Алматы,Male,46,1,,2,1,0,177772.03,0
8058,15804919,Тестов788,526,Алматы,Male,34,3,,2,1,1,57549.65,0
8059,15809909,Тестов328,710,Алматы,Male,38,9,,2,1,0,145593.85,0
8060,15720305,Тестов260,663,Алматы,Female,34,7,,2,1,0,166425.48,0
8061,15724889,Тестов746,775,Алматы,Female,43,2,,2,1,1,94488.82,0
8062,15706537,Тестов395,726,Атырау,Female,38,7,121093.49,1,1,0,154598.56,1
8063,15792922,Тестов526,602,Алматы,Female,31,7,,1,0,0,176768.59,0
8064,15629117,Тестов595,703,Астана,Female,31,3,,2,1,0,126551.65,0
8065,15805254,Тестов580,707,Алматы,Female,50,10,,2,1,1,184350.78,0
8066,15602845,Тестов496,678,Астана,Female,35,1,,1,1,1,12761.32,0
8067,15771749,Тестов359,735,Алматы,Male,29,1,,1,0,0,167553.06,1
8068,15571529,Тестов779,628,Астана,Female,40,8,,2,1,0,145936.28,0
8069,15689671,Тестов377,573,Астана,Female,64,4,129717.3,1,1,1,57905.25,0
8070,15756481,Тестов206,718,Атырау,Female,31,3,92476.88,1,1,0,1843.24,1
8071,15634974,Тестов66,757,Алматы,Male,32,2,,2,1,0,131521.72,0
8072,15812497,Тестов76,669,Алматы,Male,34,9,134796.04,1,1,0,171716.81,0
8073,15732774,Тестов692,790,Алматы,Male,44,9,,2,1,1,105720.09,0
8074,15583076,Тестов558,585,Алматы,Male,35,6,,2,0,1,113481.02,0
8075,15692671,Тестов121,666,Алматы,Male,41,10,86569.76,1,1,1,119996.95,0
8076,15809772,Тестов265,603,Алматы,Male,52,8,,1,0,0,88721.84,1
8077,15782089,Тестов746,708,Алматы,Male,40,6,,2,0,0,162453.06,0
8078,15812497,Тестов810,778,Атырау,Male,42,7,103399.87,2,0,1,88920.68,0
8079,15648047,Тестов357,662,Алматы,Male,36,3,141573.55,1,1,0,142535.57,0
8080,15646511,Тестов380,603,Алматы,Male,41,7,,2,1,0,53710.23,0
8081,15724889,Тестов47,675,Алматы,Male,39,4,,2,0,0,87071.18,0
8082,15776936,Тестов170,663,Атырау,Male,44,4,122471.09,1,1,0,70810.6,1
8083,15775294,Тестов713,648,Алматы,Male,37,3,,2,0,1,77519.62,0
8084,15689786,Тестов229,676,Алматы,Female,41,6,,2,0,1,162889.1,0
8085,15742328,Тестов118,559,Алматы,Female,59,8,,2,1,1,49864.96,0
8086,15770121,Мухамеджанов,794,Алматы,Male,53,4,,2,1,0,82295.81,0
8087,15591512,Тестов421,637,Алматы,Male,47,1,129717.3,1,0,0,102763.69,1
8088,15587640,Тестов163,667,Алматы,Female,38,5,165896.2,2,1,1,185510.34,0
8089,15631359,Тестов212,632,Астана,Male,36,10,,2,1,0,93524.22,0
8090,15653572,Тестов165,701,Алматы,Male,23,5,,1,0,1,176943.59,0
8091,15805312,Тестов785,715,Алматы,Male,39,10,,1,1,0,111190.53,1
8092,15769504,Тестов241,575,Алматы,Female,37,2,,2,1,0,64872.55,0
8093,15787550,Тестов53,641,Алматы,Female,37,1,,2,1,1,156858.2,0
8094,15741092,Тестов185,713,Алматы,Male,37,1,,2,1,1,160670.37,0
8095,15662488,Тестов383,794,Алматы,Female,31,3,,2,0,0,159800.16,0
8096,15606435,Тестов96,749,Алматы,Male,33,1,122570.87,1,1,0,104786.59,0
8097,15631162,Тестов667,663,Астана,Male,33,1,,1,0,0,60533.96,0
8098,15715078,Тестов199,537,Алматы,Male,52,1,,1,1,1,62678.53,1
8099,15779247,Тестов424,752,Алматы,Male,30,9,,2,1,1,102076.03,0
8100,15764343,Тестов116,687,Атырау,Female,38,1,111835.94,1,1,1,189558.35,1
8101,15603840,Тестов117,588,Атырау,Male,43,3,119714.25,2,1,1,151401.33,0
8102,15806964,Тестов758,604,Алматы,Female,35,2,,2,1,1,187776.49,0
8103,15632264,Тестов609,712,Атырау,Male,36,1,170113,2,0,1,56784.11,0
8104,15705739,Тестов440,705,Алматы,Male,33,7,,2,1,1,93894.67,0
8105,15618171,Тестов401,556,Астана,Male,43,9,,2,0,1,176730.02,0
8106,15752588,Тестов764,707,Алматы,Male,34,5,,2,1,1,163477.22,0
8107,15687079,Тестов828,653,Алматы,Female,42,2,,1,1,1,155879.52,0
8108,15776725,Тестов348,605,Астана,Female,47,5,,1,1,0,160548.12,1
8109,15659710,Тестов547,742,Алматы,Female,40,9,,1,1,1,121798.52,0
8110,15727251,Тестов211,682,Астана,Female,40,7,,2,0,0,161642.08,0
8111,15770309,Тестов419,588,Атырау,Male,47,1,122717.56,1,1,0,160976.85,1
8112,15656319,Жаксылыков,679,Алматы,Female,39,4,,1,1,0,91829.17,0
8113,15629390,Тестов551,607,Астана,Male,28,9,,2,1,1,179435.21,0
8114,15785559,Тестов706,682,Алматы,Male,32,1,,1,1,1,153786.46,0
8115,15738487,Тестов159,765,Алматы,Male,41,2,,2,1,0,137961.41,0
8116,15704770,Тестов148,636,Алматы,Male,24,4,,2,0,0,134460.98,0
8117,15765461,Тестов571,850,Алматы,Female,44,9,,2,1,0,79886.06,0
8118,15715199,Тестов552,674,Атырау,Male,38,1,152092.44,1,1,1,100200.4,0
8119,15629551,Тестов732,774,Алматы,Female,37,6,,2,1,0,124550.88,0
8120,15681705,Тестов74,682,Астана,Male,35,6,,2,1,0,109783.29,0
8121,15613140,Тестов706,725,Астана,Male,37,6,,2,1,1,66979.06,0
8122,15579566,Тестов583,663,Алматы,Female,30,6,117593.48,1,1,1,27149.27,0
8123,15782591,Тестов303,563,Атырау,Male,49,1,133060.63,1,1,0,119174.88,1
8124,15702300,Тестов202,767,Астана,Male,44,2,,2,1,0,94767.77,0
8125,15700946,Тестов357,648,Алматы,Male,40,9,,2,1,0,167973.63,0
8126,15813444,Тестов389,652,Алматы,Male,42,7,,1,1,0,68594,1
8127,15598892,Тестов448,723,Атырау,Male,49,4,111537.23,1,1,0,103099.22,1
8128,15784099,Тестов832,687,Алматы,Female,42,8,,2,1,1,105720.09,0
8129,15568487,Есенгельдиев,597,Астана,Male,32,4,,1,1,1,170819.01,0
8130,15613016,Тестов519,724,Алматы,Male,36,5,,2,0,0,166370.81,0
8131,15780128,Тестов211,705,Алматы,Male,29,9,,2,0,0,146700.22,0
8132,15656417,Тестов115,699,Астана,Male,27,8,,2,1,1,160976.85,0
8133,15716605,Тестов567,658,Астана,Male,43,10,106070.89,2,1,1,147964.99,0
8134,15790659,Тестов63,662,Алматы,Male,42,2,,1,1,0,152876.13,0
8135,15629117,Тестов106,742,Атырау,Female,33,7,148962.76,2,1,0,91943.94,0
8136,15667932,Тестов441,556,Алматы,Male,32,6,,2,1,1,16081.62,0
8137,15664802,Тестов750,678,Алматы,Male,41,5,,2,1,0,143783.28,0
8138,15732270,Тестов781,753,Алматы,Male,26,3,,1,1,1,64945.57,0
8139,15708513,Тестов537,653,Алматы,Male,32,2,,2,1,0,183572.39,0
8140,15693947,Тестов633,652,Астана,Male,33,4,,2,1,0,181224.56,0
8141,15744695,Тестов436,826,Алматы,Male,40,4,,2,0,0,122925.5,0
8142,15705343,Тестов736,749,Алматы,Male,23,6,,1,1,0,112104.55,1
8143,15811588,Тестов77,701,Алматы,Male,39,7,113901.58,1,0,1,155061.97,0
8144,15803689,Тестов364,742,Алматы,Male,35,4,,2,1,0,70916,0
8145,15727177,Тестов436,553,Алматы,Male,35,3,,1,1,1,57541.08,0
8146,15610755,Тестов791,759,Астана,Female,34,8,,2,1,0,160979.66,0
8147,15775293,Тестов701,545,Алматы,Male,33,3,,2,1,0,83679.46,1
8148,15585595,Тестов350,774,Алматы,Female,38,8,162278.32,1,0,0,120530.31,0
8149,15707362,Тестов644,659,Астана,Male,32,7,,2,1,1,147040.25,0
8150,15723989,Тестов39,733,Астана,Male,34,9,,2,1,1,141210.5,0
8151,15609824,Тестов319,645,Астана,Male,26,5,,2,1,0,135077.01,0
8152,15589380,Тестов359,602,Алматы,Male,35,2,,2,1,1,176730.02,0
8153,15689514,Тестов169,625,Алматы,Female,36,9,,1,1,0,102908.96,1
8154,15673971,Исмагулов,603,Алматы,Male,36,7,,2,1,1,62733.04,0
8155,15787597,Тестов413,681,Астана,Male,48,7,121389.78,1,0,0,162922.65,0
8156,15783958,Тестов515,653,Алматы,Female,36,1,,1,0,0,93917.68,1
8157,15737408,Тестов270,573,Атырау,Female,28,5,108891.7,2,0,1,74878.64,1
8158,15753837,Тестов448,562,Алматы,Male,35,5,,1,1,0,77965.67,0
8159,15641782,Тестов753,473,Астана,Female,57,3,,2,1,1,71359.78,0
8160,15650538,Тестов132,653,Астана,Male,31,3,,1,1,0,171463.83,0
8161,15781347,Тестов463,681,Астана,Female,54,3,,3,1,0,180829.99,1
8162,15572390,Тестов33,640,Алматы,Female,38,5,,2,1,0,88890.75,0
8163,15588566,Тестов72,711,Атырау,Female,54,6,132623.6,1,1,0,180712.52,1
8164,15662098,Тестов587,704,Алматы,Female,36,9,,1,1,1,126517.51,0
8165,15601008,Тестов796,667,Атырау,Male,39,3,111756.5,1,1,0,182076.97,0
8166,15672432,Тестов541,645,Астана,Female,41,10,,1,1,0,74870.23,0
8167,15726186,Тестов704,483,Алматы,Male,30,6,,2,1,0,94724.38,0
8168,15627305,Тестов492,575,Алматы,Male,38,9,82531.11,1,0,0,91560.63,0
8169,15714658,Тестов366,667,Алматы,Female,42,1,,2,0,1,77500.81,0
8170,15769915,Тестов152,699,Алматы,Female,27,5,,2,1,1,157567.37,0
8171,15583090,Тестов794,556,Алматы,Female,27,8,116084.32,1,1,0,26019.59,0
8172,15746410,Тестов349,812,Алматы,Male,34,5,,1,1,1,4798.12,0
8173,15773520,Тестов482,850,Алматы,Female,36,6,,2,1,0,74838.64,0
8174,15648047,Тестов357,659,Астана,Female,56,4,,1,1,0,141023.01,1
8175,15690164,Тестов189,651,Алматы,Male,35,7,,1,1,0,88827.67,0
8176,15643330,Тестов498,583,Алматы,Male,32,7,,2,1,1,93883.53,0
8177,15697318,Тестов104,704,Алматы,Male,26,8,,2,0,1,166909.87,0
8178,15739592,Тестов107,727,Алматы,Female,40,9,107192.38,1,1,1,86767.48,0
8179,15679962,Тестов156,645,Алматы,Male,42,4,,2,1,0,124596.63,0
8180,15735246,Тестов824,837,Алматы,Male,38,6,,1,0,1,104719.66,0
8181,15682533,Тестов584,590,Алматы,Female,29,4,113781.7,2,1,0,83983.39,0
8182,15691624,Тестов269,732,Астана,Male,31,9,,2,1,1,113666.48,0
8183,15583049,Тестов432,664,Астана,Male,32,8,,2,1,1,57553.98,0
8184,15812338,Тестов376,535,Алматы,Female,39,6,111871.93,1,1,0,64421.02,0
8185,15597930,Тестов448,685,Алматы,Female,24,9,,2,1,0,164741.5,0
8186,15806837,Тестов565,667,Алматы,Female,32,9,140956.99,2,1,1,172097.95,0
8187,15662263,Тестов319,665,Алматы,Male,34,9,,2,1,0,101418.05,0
8188,15798895,Тестов667,702,Алматы,Male,35,3,,2,1,1,163666.85,0
8189,15797686,Тестов495,707,Алматы,Male,36,8,,2,1,0,112256.57,0
8190,15738224,Тестов410,712,Астана,Female,44,4,,1,0,1,100015.79,1
8191,15607312,Тестов129,498,Атырау,Female,49,4,121898.58,2,1,0,134600.94,1
8192,15683677,Тестов769,687,Алматы,Male,39,9,,2,1,1,7862.53,0
8193,15679963,Тестов81,731,Астана,Male,32,5,,2,0,0,138350.75,0
8194,15728963,Тестов828,651,Астана,Female,29,3,,1,1,1,162697.93,0
8195,15583392,Тестов656,705,Алматы,Male,28,6,,2,1,1,141533.19,0
8196,15586522,Тестов615,707,Астана,Female,49,2,,1,0,0,121232.51,1
8197,15789955,Тестов579,757,Алматы,Male,31,2,,2,1,1,104982.39,0
8198,15696900,Муханов,463,Алматы,Female,38,8,,2,0,0,104722.43,0
8199,15757567,Тестов828,676,Алматы,Female,27,3,136416.82,1,0,1,167035.07,0
8200,15735080,Тестов763,646,Астана,Female,42,6,131778.08,1,1,0,108008.65,0
8201,15793949,Тестов250,708,Алматы,Male,28,1,,2,1,1,147955.91,0
8202,15684440,Тестов353,684,Алматы,Male,34,8,,1,1,0,166310.82,0
8203,15631912,Тестов278,621,Алматы,Male,34,4,130404.92,2,0,0,64872.55,0
8204,15632882,Тестов667,707,Алматы,Male,42,7,,2,1,0,179655.83,0
8205,15576550,Тестов731,559,Алматы,Female,43,4,,1,1,0,103902.11,1
8206,15748673,Тестов336,659,Алматы,Female,35,0,,2,1,1,88827.67,0
8207,15772429,Тестов624,766,Алматы,Female,29,3,,2,1,0,82463.35,0
8208,15612187,Тестов394,663,Атырау,Female,34,1,61710.43,1,1,0,131301.74,0
8209,15726403,Тестов819,694,Алматы,Male,36,4,,2,1,0,28228.35,0
8210,15569654,Тестов233,648,Алматы,Male,33,5,,2,1,0,9241.52,0
8211,15762228,Тестов388,576,Алматы,Male,34,3,80780.16,2,1,1,143665.44,0
8212,15696852,Тестов827,516,Алматы,Male,28,2,143656.55,1,0,0,54871.02,0
8213,15633922,Тестов714,605,Атырау,Male,33,1,176099.13,1,0,1,126469.09,0
8214,15651664,Тестов356,598,Алматы,Female,41,9,,1,1,1,100809.99,0
8215,15682070,Тестов120,705,Атырау,Male,60,2,121355.39,1,0,0,114448.77,1
8216,15679963,Тестов219,699,Алматы,Female,30,9,,2,1,1,97939.4,0
8217,15725776,Тестов298,758,Алматы,Male,38,4,133377.8,1,1,0,62370.67,0
8218,15776947,Тестов763,568,Астана,Female,42,7,104796.54,2,1,0,98810.78,1
8219,15729238,Тестов542,686,Атырау,Female,56,5,123575.51,2,1,0,162515.17,1
8220,15645896,Тестов432,572,Алматы,Female,35,5,,2,1,1,645.61,0
8221,15650322,Тестов715,711,Астана,Male,23,3,,2,1,1,71776.59,0
8222,15743067,Тестов44,590,Алматы,Male,30,7,,2,0,0,1187.88,0
8223,15803538,Тестов686,694,Алматы,Female,41,5,,1,1,1,111032.79,0
8224,15761047,Тестов238,752,Алматы,Male,33,5,,2,1,1,82463.69,0
8225,15720371,Тестов36,619,Алматы,Male,34,8,99045.93,1,1,1,120801.65,0
8226,15782236,Тестов540,731,Алматы,Male,50,10,,2,1,1,81431.99,0
8227,15679651,Тестов567,757,Алматы,Female,35,6,,2,1,0,121525.48,0
8228,15702300,Тестов187,538,Атырау,Male,34,10,130367.87,3,1,1,173516.71,1
8229,15743817,Тестов135,662,Алматы,Male,37,3,,2,1,1,57553.02,0
8230,15654074,Тестов225,767,Алматы,Female,28,2,,2,1,0,96528,0
8231,15718280,Тестов744,651,Алматы,Female,31,1,,2,0,1,151310.16,0
8232,15577078,Тестов682,695,Алматы,Male,27,7,,2,1,0,183515.13,0
8233,15696733,Тестов98,572,Алматы,Male,46,10,,2,1,0,150664.97,0
8234,15756926,Тестов66,648,Атырау,Male,41,8,108155.49,1,1,0,10908.33,1
8235,15576550,Бекмурзаев,562,Атырау,Female,38,2,95808.19,2,1,0,152883.95,0
8236,15661433,Тестов312,687,Алматы,Male,33,6,,2,1,0,138350.74,0
8237,15785831,Тестов228,682,Алматы,Female,36,2,,2,0,0,159800.16,0
8238,15781598,Тестов743,648,Атырау,Female,41,3,98765.84,1,1,0,135969.19,0
8239,15807961,Тестов712,663,Астана,Male,33,4,,2,1,0,162697.93,0
8240,15803790,Тестов237,602,Атырау,Male,24,5,121365.37,2,1,0,99017.34,0
8241,15756655,Тестов615,649,Астана,Male,44,8,,2,1,1,47298.95,0
8242,15725221,Даулетов,632,Алматы,Male,33,7,88736.44,1,1,1,126837.72,0
8243,15798975,Тестов539,595,Астана,Female,32,6,,1,1,0,102076.03,1
8244,15621083,Тестов555,535,Астана,Female,33,3,,2,1,0,184524.74,0
8245,15624993,Тестов32,706,Астана,Male,36,5,,2,1,0,96832.82,0
8246,15782311,Тестов241,579,Алматы,Male,42,6,,2,0,1,143783.28,0
8247,15748481,Тестов85,681,Алматы,Male,39,9,132767.66,1,1,0,161653.5,0
8248,15804482,Тестов244,705,Алматы,Male,47,7,,2,0,0,167723.25,0
8249,15715888,Тестов187,779,Астана,Male,36,6,,2,1,1,147964.99,0
8250,15790829,Тестов212,678,Астана,Female,38,4,,1,1,0,129891.66,0
8251,15787035,Тестов241,809,Алматы,Male,29,9,,2,1,0,145560.38,0
8252,15584812,Тестов86,704,Атырау,Male,56,7,153548.11,1,1,1,114092.53,1
8253,15693764,Тестов772,651,Атырау,Female,49,9,120105.43,3,1,0,159629.64,1
8254,15570895,Тестов526,641,Атырау,Male,57,9,117438.92,1,1,0,138880.24,1
8255,15661036,Тестов824,678,Алматы,Female,46,4,,2,1,1,182495.7,0
8256,15759298,Тестов462,693,Алматы,Male,59,7,,2,1,1,147545.65,0
8257,15690743,Тестов504,683,Алматы,Male,55,8,,1,1,0,110265.24,1
8258,15691703,Тестов670,553,Астана,Female,34,4,,1,0,0,75825.57,0
8259,15674868,Тестов800,577,Астана,Male,43,9,98775.23,1,1,0,47775.34,0
8260,15724161,Тестов120,633,Алматы,Male,26,5,,2,1,0,55796.83,0
8261,15597896,Тестов782,707,Алматы,Female,38,10,141782.57,1,1,0,142514.66,0
8262,15591433,Тестов521,762,Алматы,Female,56,6,,2,0,0,134625.09,0
8263,15800295,Тестов830,649,Алматы,Female,49,2,,1,1,0,91036.74,1
8264,15663421,Тестов344,605,Алматы,Male,31,5,,2,1,1,152479.64,0
8265,15613172,Тестов117,681,Астана,Female,41,5,,2,1,1,18094.96,0
8266,15751180,Тестов708,639,Алматы,Male,35,7,153855.52,1,1,0,113645.8,0
8267,15750407,Тестов235,679,Алматы,Male,31,7,,2,1,0,12483.56,0
8268,15794868,Тестов711,645,Астана,Male,40,5,155973.88,1,0,0,170835.3,0
8269,15632967,Тестов230,675,Алматы,Female,34,7,123845.18,1,1,1,140763.18,0
8270,15569571,Тестов400,691,Алматы,Female,34,7,,2,0,0,142903.44,1
8271,15668309,Тестов710,724,Алматы,Female,34,9,121863.61,1,1,0,105732.9,0
8272,15750728,Тестов417,714,Астана,Female,33,7,,2,1,1,109608.81,0
8273,15573798,Тестов705,652,Атырау,Female,41,8,119859.52,1,1,1,131712.52,1
8274,15586039,Тестов548,721,Алматы,Female,35,7,151532.4,1,1,1,169920.92,0
8275,15720463,Тестов455,705,Алматы,Female,34,4,,2,1,1,95719.73,0
8276,15720509,Тестов369,592,Астана,Male,45,1,127076.68,1,0,1,147554.26,0
8277,15812198,Тестов104,727,Алматы,Female,36,7,,2,1,0,108301.45,0
8278,15798850,Тестов643,669,Алматы,Female,32,7,63723.78,1,0,0,149814.54,0
8279,15651372,Тестов343,476,Алматы,Female,41,10,,3,0,0,164864.66,1
8280,15709643,Тестов727,611,Алматы,Male,42,2,106434.94,1,1,0,49725.63,0
8281,15812647,Тестов581,683,Алматы,Female,45,1,139542.52,2,1,1,179436.6,0
8282,15756481,Тестов98,639,Алматы,Female,46,6,,2,1,0,141860.62,0
8283,15658935,Тестов757,584,Алматы,Female,38,5,165901.59,2,1,0,80149.27,0
8284,15732774,Тестов179,683,Алматы,Male,39,7,128207.23,1,1,0,72950.14,0
8285,15652789,Тестов140,699,Алматы,Male,38,5,168094.01,1,1,1,60905.51,0
8286,15771086,Тестов209,704,Астана,Male,33,4,132558.26,1,1,0,54129.86,0
8287,15684319,Тестов68,569,Алматы,Male,33,1,141791.46,1,1,0,149614.81,0
8288,15741403,Тестов425,538,Алматы,Male,34,8,,2,1,0,67830.2,0
8289,15723006,Тестов499,644,Атырау,Male,40,6,104817.47,2,0,1,84760.32,0
8290,15641640,Тестов596,604,Алматы,Female,46,5,,2,1,0,52795.15,1
8291,15620398,Тестов81,738,Астана,Male,27,3,,2,1,0,166038.27,0
8292,15730447,Тестов598,602,Алматы,Male,44,5,93547.23,1,1,0,100940.91,0
8293,15644769,Тестов828,653,Атырау,Female,34,2,98862.54,2,1,1,159676.55,0
8294,15587596,Тестов717,554,Атырау,Male,51,4,108235.91,2,1,0,177397.49,1
8295,15578603,Тестов277,634,Алматы,Female,33,5,,2,1,1,151336.96,0
8296,15771059,Тестов539,516,Атырау,Male,39,9,124577.33,1,1,1,180142.42,0
8297,15705918,Тестов119,725,Алматы,Male,30,2,,2,1,0,115719.08,0
8298,15739997,Тестов271,694,Алматы,Male,26,6,,1,1,1,146511.2,0
8299,15577587,Тестов519,576,Алматы,Female,28,8,,2,1,0,187816.59,0
8300,15595883,Тестов236,648,Алматы,Female,36,6,,2,1,1,102299.82,0
8301,15593331,Тестов657,712,Алматы,Male,40,8,124067.32,2,1,1,72861.94,0
8302,15662865,Тестов661,678,Алматы,Female,52,8,,1,1,0,57764.65,1
8303,15782530,Тестов229,811,Атырау,Female,38,2,154483.98,2,0,0,164741.5,0
8304,15672945,Тестов370,730,Алматы,Male,29,1,,2,1,1,62944.75,0
8305,15592230,Тестов262,713,Алматы,Female,56,6,,1,1,0,126837.72,1
8306,15680243,Тестов192,757,Алматы,Female,35,0,,2,0,1,161668.15,0
8307,15748608,Тестов761,559,Алматы,Female,33,2,,2,1,1,172531.23,0
8308,15655590,Даулетов,635,Алматы,Male,51,5,,1,0,1,73371.65,1
8309,15602497,Тестов554,642,Атырау,Male,43,7,113657.41,1,1,1,143598.7,1
8310,15652400,Тестов563,706,Астана,Female,29,1,,2,0,1,122662.98,0
8311,15756097,Тестов380,624,Астана,Female,26,4,,2,1,0,131718.12,0
8312,15645371,Тестов747,592,Астана,Male,31,9,157761.56,1,1,1,145986.35,0
8313,15721719,Тестов716,804,Алматы,Male,53,10,,1,1,0,163570.25,1
8314,15685920,Тестов561,649,Атырау,Male,35,2,84719.98,2,1,0,59961.81,0
8315,15802486,Тестов404,731,Алматы,Male,43,2,64430.06,1,1,0,73066.72,1
8316,15796910,Тестов707,731,Астана,Male,39,4,,2,1,0,168816.73,0
8317,15761706,Тестов608,594,Атырау,Female,37,3,128472.8,1,1,1,153356.8,0
8318,15649523,Тестов475,773,Алматы,Female,54,4,,1,0,0,71179.31,1
8319,15773098,Тестов434,589,Атырау,Male,34,3,71379.53,1,1,1,124592.83,0
8320,15663983,Тестов534,662,Алматы,Male,34,9,97392.18,1,1,1,153356.9,0
8321,15750549,Тестов176,687,Астана,Male,57,0,137732.23,1,0,1,105760.01,0
8322,15771580,Тестов698,554,Астана,Female,60,9,113625.93,1,1,1,83679.46,0
8323,15571529,Тестов619,647,Алматы,Female,40,9,,2,1,1,94544.88,0
8324,15773520,Тестов259,646,Астана,Female,42,9,,1,0,1,126469.09,1
8325,15596060,Тестов42,558,Алматы,Female,31,2,,2,1,1,122964.18,0
8326,15607874,Тестов573,590,Алматы,Male,36,4,,2,1,0,177613.19,0
8327,15669987,Тестов427,625,Алматы,Male,63,5,,2,1,1,94767.13,0
8328,15762821,Тестов321,703,Алматы,Female,49,4,136487.86,1,0,0,186655.11,1
8329,15585768,Тестов67,686,Атырау,Female,37,5,113657.83,2,0,1,53511.74,0
8330,15771272,Тестов623,637,Алматы,Male,30,9,,2,1,0,92915.84,0
8331,15651627,Тестов342,581,Атырау,Female,34,9,130830.22,2,1,1,160526.36,0
8332,15759966,Тестов730,718,Атырау,Female,52,10,105770.7,2,1,1,179655.87,1
8333,15703394,Тестов246,652,Атырау,Male,36,1,128743.55,1,1,0,64443.75,0
8334,15725166,Тестов772,545,Алматы,Male,28,2,,2,1,0,168816.22,0
8335,15631162,Тестов185,714,Астана,Male,37,1,,2,0,1,47847.19,0
8336,15578073,Тестов645,610,Атырау,Female,36,7,107556.07,1,1,0,142367.37,0
8337,15673747,Тестов345,639,Атырау,Male,42,1,103417.74,1,0,1,132973.19,1
8338,15573798,Муханов,639,Алматы,Male,33,10,,2,1,0,89935.73,0
8339,15597951,Тестов501,633,Атырау,Female,39,4,125818.43,1,1,0,130529.13,1
8340,15737265,Тестов813,597,Астана,Female,33,10,,2,0,0,35450.53,0
8341,15754919,Тестов28,749,Атырау,Male,27,9,134752.08,2,1,0,115115.32,0
8342,15652658,Тестов160,850,Алматы,Male,36,4,,2,1,1,25399.7,0
8343,15765257,Тестов797,671,Атырау,Male,34,3,155973.88,1,0,1,156768.45,0
8344,15590199,Тестов812,641,Алматы,Female,49,4,93960.35,4,1,0,116429.51,1
8345,15797081,Тестов72,679,Алматы,Female,30,3,,2,1,1,130827.97,0
8346,15802809,Тестов756,738,Алматы,Female,52,7,,1,1,0,80618.47,1
8347,15799300,Тестов456,627,Астана,Female,55,1,,1,1,0,119313.74,1
8348,15585823,Тестов668,775,Алматы,Male,29,0,152899.24,1,0,0,121798.52,0
8349,15581252,Тестов563,757,Алматы,Male,40,1,,1,1,1,24255.21,0
8350,15691840,Тестов174,684,Алматы,Male,32,7,,2,1,1,108764.69,0
8351,15687540,Тестов744,656,Алматы,Female,40,2,,2,1,0,79355.87,0
8352,15664539,Тестов766,722,Алматы,Female,46,0,,2,1,0,108872.45,0
8353,15713346,Тестов501,725,Алматы,Female,43,6,,2,1,1,163989.66,0
8354,15676937,Тестов805,721,Алматы,Female,39,3,,2,1,1,71178.09,0
8355,15656300,Тестов257,619,Астана,Female,29,2,,3,0,0,177626.68,0
8356,15713853,Тестов252,769,Атырау,Male,48,5,120702.67,1,0,0,147797.54,1
8357,15792388,Тестов208,790,Алматы,Male,35,9,,2,1,0,166650.9,0
8358,15605827,Тестов594,584,Алматы,Male,48,5,,2,0,1,167924.92,0
8359,15810347,Тестов611,669,Астана,Male,46,9,,1,1,0,168084.3,1
8360,15719276,Тестов574,652,Алматы,Female,37,7,,2,1,0,51454.06,0
8361,15794875,Тестов285,669,Атырау,Male,39,8,143390.51,1,1,1,169894.4,0
8362,15800524,Тестов32,724,Алматы,Female,41,4,,2,1,0,74048.1,0
8363,15797900,Тестов145,613,Астана,Male,28,9,111257.59,2,0,1,74850.84,0
8364,15638806,Тестов113,642,Алматы,Female,31,8,,2,1,1,102021.39,0
8365,15814209,Тестов46,678,Алматы,Male,28,7,,1,0,0,161076.92,0
8366,15774936,Тестов52,605,Алматы,Male,32,4,,2,0,1,73581.04,0
8367,15601383,Тестов309,693,Алматы,Male,35,4,,2,1,1,141872.05,0
8368,15642530,Тестов501,607,Алматы,Male,37,1,97612.12,1,1,1,78563.66,0
8369,15787597,Тестов833,589,Алматы,Male,29,4,,2,1,1,178038.17,0
8370,15643522,Тестов829,751,Алматы,Male,35,8,,2,1,1,52327.57,0
8371,15645095,Тестов247,719,Атырау,Male,46,6,122570.69,1,1,0,88724.49,1
8372,15585451,Тестов525,645,Алматы,Female,47,8,,2,1,0,112777.38,1
8373,15598070,Тестов536,748,Алматы,Male,47,2,,2,0,1,133699.82,0
8374,15616380,Тестов184,826,Алматы,Male,41,9,,2,1,0,145558.42,0
8375,15742285,Тестов498,636,Алматы,Female,54,3,,1,1,0,179631.85,1
8376,15585961,Тестов285,637,Алматы,Male,38,8,,2,1,0,187980.21,0
8377,15730360,Тестов697,559,Алматы,Male,30,5,124543.8,1,0,0,164741.5,0
8378,15595588,Тестов684,762,Астана,Female,38,2,,2,0,1,67431.28,0
8379,15655794,Тестов293,694,Атырау,Male,26,8,92887.06,2,1,1,105898.79,0
